Name:,Shuang Lin
Email:,spl5745@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
195,Mo,BCC,A,fused+Hot-rolled,Tensile Ductility,EXP,None,1338.0,35.0,None,%,P417,10.1007/978-1-4684-6066-7
196,Ru,HCP,None,none,Tensile Ductility,EXP,None,293.0,40.0,None,%,P417,10.1007/978-1-4684-6066-7
197,Ag,FCC,None,none,Tensile Ductility,EXP,None,293.0,60.0,None,%,P417,10.1007/978-1-4684-6066-7
198,Cd,None,None,none,Tensile Ductility,EXP,None,293.0,50.0,None,%,P417,10.1007/978-1-4684-6066-7
199,In,None,None,Wire,Tensile Ductility,EXP,None,293.0,40.0,None,%,P417,10.1007/978-1-4684-6066-7
200,Sn,None,None,none,Tensile Ductility,EXP,None,293.0,37.0,None,%,P418,10.1007/978-1-4684-6066-7
201,Ba,BCC,None,none,Tensile Ductility,EXP,None,293.0,23.0,None,%,P418,10.1007/978-1-4684-6066-7
202,La,None,None,none,Tensile Ductility,EXP,None,293.0,8.0,None,%,P418,10.1007/978-1-4684-6066-7
203,La,None,None,none,Tensile Ductility,EXP,None,478.0,9.4,None,%,P418,10.1007/978-1-4684-6066-7
204,La,None,None,none,Tensile Ductility,EXP,None,698.0,21.0,None,%,P418,10.1007/978-1-4684-6066-7
205,La,None,F,none,Tensile Ductility,EXP,None,293.0,4.0,None,%,P418,10.1007/978-1-4684-6066-7
206,La,None,None,none,Tensile Ductility,EXP,None,478.0,8.6,None,%,P418,10.1007/978-1-4684-6066-7
207,La,None,None,none,Tensile Ductility,EXP,None,698.0,27.0,None,%,P418,10.1007/978-1-4684-6066-7
208,Ce,FCC,AC,none,Tensile Ductility,EXP,None,293.0,24.0,None,%,P418,10.1007/978-1-4684-6066-7
209,Ce,FCC,F,none,Tensile Ductility,EXP,None,478.0,21.4,None,%,P418,10.1007/978-1-4684-6066-7
210,Ce,FCC,None,none,Tensile Ductility,EXP,None,293.0,17.0,None,%,P418,10.1007/978-1-4684-6066-7
211,Ce,FCC,None,none,Tensile Ductility,EXP,None,478.0,9.5,None,%,P418,10.1007/978-1-4684-6066-7
212,Ce,FCC,None,none,Tensile Ductility,EXP,None,698.0,8.0,None,%,P418,10.1007/978-1-4684-6066-7
213,Pr,DHCP,AC,none,Tensile Ductility,EXP,None,293.0,10.0,None,%,P418,10.1007/978-1-4684-6066-7
214,Pr,DHCP,None,none,Tensile Ductility,EXP,None,678.0,15.8,None,%,P418,10.1007/978-1-4684-6066-7
215,Pr,DHCP,None,none,Tensile Ductility,EXP,None,698.0,29.0,None,%,P418,10.1007/978-1-4684-6066-7
216,Pr,DHCP,F,none,Tensile Ductility,EXP,None,293.0,7.0,None,%,P418,10.1007/978-1-4684-6066-7
217,Pr,DHCP,None,none,Tensile Ductility,EXP,None,678.0,11.7,None,%,P418,10.1007/978-1-4684-6066-7
218,Pr,DHCP,None,none,Tensile Ductility,EXP,None,698.0,47.5,None,%,P418,10.1007/978-1-4684-6066-7
219,Nd,DHCP,AC,none,Tensile Ductility,EXP,None,293.0,11.0,None,%,P418,10.1007/978-1-4684-6066-7
220,Nd,DHCP,None,none,Tensile Ductility,EXP,None,698.0,13.0,None,%,P418,10.1007/978-1-4684-6066-7
221,Nd,DHCP,F,none,Tensile Ductility,EXP,None,293.0,2.0,None,%,P418,10.1007/978-1-4684-6066-7
222,Nd,DHCP,None,none,Tensile Ductility,EXP,None,478.0,10.3,None,%,P418,10.1007/978-1-4684-6066-7
223,Nd,DHCP,None,none,Tensile Ductility,EXP,None,698.0,8.0,None,%,P418,10.1007/978-1-4684-6066-7
224,Sm,None,AC,none,Tensile Ductility,EXP,None,293.0,3.0,None,%,P418,10.1007/978-1-4684-6066-7
225,Sm,None,None,none,Tensile Ductility,EXP,None,478.0,10.7,None,%,P418,10.1007/978-1-4684-6066-7
226,Sm,None,F,none,Tensile Ductility,EXP,None,698.0,5.6,None,%,P418,10.1007/978-1-4684-6066-7
227,Sm,None,None,none,Tensile Ductility,EXP,None,478.0,14.5,None,%,P418,10.1007/978-1-4684-6066-7
228,Sm,None,None,none,Tensile Ductility,EXP,None,698.0,12.5,None,%,P419,10.1007/978-1-4684-6066-7
229,Gd,HCP,AC,none,Tensile Ductility,EXP,None,293.0,8.0,None,%,P419,10.1007/978-1-4684-6066-7
230,Gd,HCP,None,none,Tensile Ductility,EXP,None,478.0,6.8,None,%,P419,10.1007/978-1-4684-6066-7
231,Gd,HCP,None,none,Tensile Ductility,EXP,None,698.0,11.3,None,%,P419,10.1007/978-1-4684-6066-7
232,Gd,HCP,F,none,Tensile Ductility,EXP,None,293.0,7.0,None,%,P419,10.1007/978-1-4684-6066-7
233,Gd,HCP,None,none,Tensile Ductility,EXP,None,478.0,4.2,None,%,P419,10.1007/978-1-4684-6066-7
234,Gd,HCP,None,none,Tensile Ductility,EXP,None,698.0,12.0,None,%,P419,10.1007/978-1-4684-6066-7
235,Dy,HCP,AC,none,Tensile Ductility,EXP,None,293.0,6.0,None,%,P419,10.1007/978-1-4684-6066-7
236,Dy,HCP,None,none,Tensile Ductility,EXP,None,478.0,8.3,None,%,P419,10.1007/978-1-4684-6066-7
237,Dy,HCP,F,none,Tensile Ductility,EXP,None,293.0,3.0,None,%,P419,10.1007/978-1-4684-6066-7
238,Dy,HCP,None,none,Tensile Ductility,EXP,None,478.0,12.0,None,%,P419,10.1007/978-1-4684-6066-7
239,Dy,HCP,None,none,Tensile Ductility,EXP,None,698.0,4.2,None,%,P419,10.1007/978-1-4684-6066-7
240,Ho,HCP,AC,none,Tensile Ductility,EXP,None,293.0,5.0,None,%,P419,10.1007/978-1-4684-6066-7
241,Ho,HCP,None,none,Tensile Ductility,EXP,None,478.0,6.0,None,%,P419,10.1007/978-1-4684-6066-7
242,Er,HCP,None,none,Tensile Ductility,EXP,None,293.0,4.0,None,%,P419,10.1007/978-1-4684-6066-7
243,Er,HCP,None,none,Tensile Ductility,EXP,None,478.0,5.5,None,%,P419,10.1007/978-1-4684-6066-7
244,Er,HCP,None,none,Tensile Ductility,EXP,None,698.0,6.8,None,%,P419,10.1007/978-1-4684-6066-7
245,Er,HCP,F,none,Tensile Ductility,EXP,None,293.0,7.0,None,%,P419,10.1007/978-1-4684-6066-7
246,Er,HCP,None,none,Tensile Ductility,EXP,None,478.0,4.6,None,%,P419,10.1007/978-1-4684-6066-7
247,Er,HCP,None,none,Tensile Ductility,EXP,None,698.0,4.6,None,%,P419,10.1007/978-1-4684-6066-7
248,Yb,FCC,AC,none,Tensile Ductility,EXP,None,293.0,6.0,None,%,P419,10.1007/978-1-4684-6066-7
249,Yb,FCC,None,none,Tensile Ductility,EXP,None,478.0,10.8,None,%,P419,10.1007/978-1-4684-6066-7
250,Hf,HCP,A,none,Tensile Ductility,EXP,None,297.0,35.0,None,%,P419,10.1007/978-1-4684-6066-7
251,Hf,HCP,A,none,Tensile Ductility,EXP,None,533.0,51.0,None,%,P419,10.1007/978-1-4684-6066-7
252,Hf,HCP,A,none,Tensile Ductility,EXP,None,755.0,63.0,None,%,P419,10.1007/978-1-4684-6066-7
253,Hf,HCP,A,none,Tensile Ductility,EXP,None,866.0,56.0,None,%,P419,10.1007/978-1-4684-6066-7
254,Ta,BCC,A,Annealed in vacuum 1 hour,Tensile Ductility,EXP,None,254.0,12.4,None,%,P419,10.1007/978-1-4684-6066-7
255,Ta,BCC,A,Annealed in vacuum 1 hour,Tensile Ductility,EXP,None,195.0,37.0,None,%,P419,10.1007/978-1-4684-6066-7
256,Ta,BCC,A,Annealed in vacuum 1 hour,Tensile Ductility,EXP,None,298.0,45.0,None,%,P419,10.1007/978-1-4684-6066-7
257,Ta,BCC,A,Annealed in vacuum 1 hour,Tensile Ductility,EXP,None,300.0,31.0,None,%,P419,10.1007/978-1-4684-6066-7
258,Ta,BCC,A,Annealed in vacuum 1 hour,Tensile Ductility,EXP,None,673.0,27.0,None,%,P419,10.1007/978-1-4684-6066-7
259,W,BCC,None,Wire,Tensile Ductility,EXP,None,293.0,2.5,None,%,P420,10.1007/978-1-4684-6066-7
260,W,BCC,None,Wire,Tensile Ductility,EXP,None,293.0,20.0,None,%,P420,10.1007/978-1-4684-6066-7
261,Re,HCP,A,none,Tensile Ductility,EXP,None,293.0,25.0,None,%,P420,10.1007/978-1-4684-6066-7
262,Re,HCP,None,Strained,Tensile Ductility,EXP,None,293.0,1.5,None,%,P420,10.1007/978-1-4684-6066-7
263,Os,HCP,None,none,Tensile Ductility,EXP,None,293.0,0.0,None,%,P420,10.1007/978-1-4684-6066-7
264,Pt,FCC,None,none,Tensile Ductility,EXP,None,293.0,40.0,None,%,P420,10.1007/978-1-4684-6066-7
265,Au,FCC,None,none,Tensile Ductility,EXP,None,293.0,50.0,None,%,P420,10.1007/978-1-4684-6066-7
266,Pb,FCC,None,none,Tensile Ductility,EXP,None,293.0,64.0,None,%,P420,10.1007/978-1-4684-6066-7
267,Th,FCC,A,Hot-rolled,Tensile Ductility,EXP,None,293.0,40.0,None,%,P420,10.1007/978-1-4684-6066-7
268,Th,FCC,A,Hot-rolled,Tensile Ductility,EXP,None,477.0,35.0,None,%,P420,10.1007/978-1-4684-6066-7
269,Th,FCC,A,Hot-rolled,Tensile Ductility,EXP,None,573.0,40.0,None,%,P420,10.1007/978-1-4684-6066-7
270,Th,FCC,None,none,Tensile Ductility,EXP,None,763.0,53.0,None,%,P420,10.1007/978-1-4684-6066-7
271,U,None,None,none,Tensile Ductility,EXP,None,293.0,8.0,None,%,P421,10.1007/978-1-4684-6066-7
272,U,None,None,none,Tensile Ductility,EXP,None,473.0,24.0,None,%,P421,10.1007/978-1-4684-6066-7
273,U,None,None,none,Tensile Ductility,EXP,None,673.0,25.0,None,%,P421,10.1007/978-1-4684-6066-7
274,U,None,None,none,Tensile Ductility,EXP,None,873.0,25.0,None,%,P421,10.1007/978-1-4684-6066-7
275,Pu,None,None,none,Tensile Ductility,EXP,None,243.0,0.018,None,%,P421,10.1007/978-1-4684-6066-7
276,Pu,None,None,none,Tensile Ductility,EXP,None,303.0,0.068,None,%,P421,10.1007/978-1-4684-6066-7
277,Pu,None,None,none,Tensile Ductility,EXP,None,373.0,1.0,None,%,P421,10.1007/978-1-4684-6066-7
278,Pu,None,None,none,Tensile Ductility,EXP,None,403.0,294.4,None,%,P421,10.1007/978-1-4684-6066-7
279,Pu,None,None,none,Tensile Ductility,EXP,None,463.0,325.9,None,%,P421,10.1007/978-1-4684-6066-7
280,Pu,None,None,none,Tensile Ductility,EXP,None,503.0,50.0,None,%,P421,10.1007/978-1-4684-6066-7
281,Pu,None,None,none,Tensile Ductility,EXP,None,573.0,50.1,None,%,P421,10.1007/978-1-4684-6066-7
282,Pu,None,None,none,Tensile Ductility,EXP,None,598.0,67.3,None,%,P421,10.1007/978-1-4684-6066-7
283,NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,2.1,None,%,TC1,10.1016/j.actamat.2021.116800
284,VNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,1.7,None,%,TC1,10.1016/j.actamat.2021.116800
285,VNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,8.8,None,%,TC1,10.1016/j.actamat.2021.116800
286,TiZrHfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,10.12,None,%,TC1,10.1016/j.actamat.2021.116800
287,TiZrHfNb0.5Mo,BCC,None,none,Compressive Ductility,EXP,None,298.0,13.02,None,%,TC1,10.1016/j.actamat.2021.116800
288,TiZrHfNb1.5Mo,BCC,None,none,Compressive Ductility,EXP,None,298.0,23.97,None,%,TC1,10.1016/j.actamat.2021.116800
289,Ti0.5ZrHfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,12.08,None,%,TC1,10.1016/j.actamat.2021.116800
290,Ti1.5ZrHfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,28.98,None,%,TC1,10.1016/j.actamat.2021.116800
291,TiZr0.5HfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,18.02,None,%,TC1,10.1016/j.actamat.2021.116800
292,TiZr1.5HfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,16.09,None,%,TC1,10.1016/j.actamat.2021.116800
293,TiZrHf0.5NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,12.09,None,%,TC1,10.1016/j.actamat.2021.116800
294,TiZrHf1.5NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,16.83,None,%,TC1,10.1016/j.actamat.2021.116800
295,TiZrHf0.5NbMo0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,24.61,None,%,TC1,10.1016/j.actamat.2021.116800
296,TiZrHfNbMo1.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,10.83,None,%,TC1,10.1016/j.actamat.2021.116800
297,TiZrHfNbTa,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
298,TiZrHfNbTa,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
299,TiZrHfNbTaMo0.25,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
300,TiZrHfNbTaMo0.5,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
301,TiZrHfNbTaMo0.75,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
302,TiZrHfNbTaMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,12.0,None,%,TC1,10.1016/j.actamat.2021.116800
303,TiZrNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,33.0,None,%,TC1,10.1016/j.actamat.2021.116800
304,TiZrV0.25NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,30.0,None,%,TC1,10.1016/j.actamat.2021.116800
305,TiZrV0.5NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,28.0,None,%,TC1,10.1016/j.actamat.2021.116800
306,TiZrV0.75NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,29.0,None,%,TC1,10.1016/j.actamat.2021.116800
307,TiZrVNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,26.0,None,%,TC1,10.1016/j.actamat.2021.116800
308,TiZrV1.5NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,20.0,None,%,TC1,10.1016/j.actamat.2021.116800
309,TiZrV2NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,23.0,None,%,TC1,10.1016/j.actamat.2021.116800
310,TiZrV3NbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,24.0,None,%,TC1,10.1016/j.actamat.2021.116800
311,TiVNbTa,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
312,TiVNbTaW,BCC,None,none,Compressive Ductility,EXP,None,298.0,20.0,None,%,TC1,10.1016/j.actamat.2021.116800
313,NbTaVW,BCC,None,none,Compressive Ductility,EXP,None,298.0,12.0,None,%,TC1,10.1016/j.actamat.2021.116800
314,TiZrVNb,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
315,TiZrV2Nb,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
316,TiVNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,25.62,None,%,TC1,10.1016/j.actamat.2021.116800
317,TiZrHfVNb,BCC,None,none,Compressive Ductility,EXP,None,298.0,29.6,None,%,TC1,10.1016/j.actamat.2021.116800
318,TiZrHfNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,10.2,None,%,TC1,10.1016/j.actamat.2021.116800
319,TiVNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,10.6,None,%,TC1,10.1016/j.actamat.2021.116800
320,TiNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,14.1,None,%,TC1,10.1016/j.actamat.2021.116800
321,NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,2.6,None,%,TC1,10.1016/j.actamat.2021.116800
322,VNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,1.7,None,%,TC1,10.1016/j.actamat.2021.116800
323,TiZrVNb,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
324,TiZrV0.3Nb,BCC,None,none,Compressive Ductility,EXP,None,298.0,45.0,None,%,TC1,10.1016/j.actamat.2021.116800
325,TiZrVNbMo0.3,BCC,None,none,Compressive Ductility,EXP,None,298.0,42.0,None,%,TC1,10.1016/j.actamat.2021.116800
326,TiZrVNbMo0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,32.0,None,%,TC1,10.1016/j.actamat.2021.116800
327,TiZrVNbMo0.7,BCC,None,none,Compressive Ductility,EXP,None,298.0,32.0,None,%,TC1,10.1016/j.actamat.2021.116800
328,TiZrVNbMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,32.0,None,%,TC1,10.1016/j.actamat.2021.116800
329,TiZrVNbMo1.3,BCC,None,none,Compressive Ductility,EXP,None,298.0,30.0,None,%,TC1,10.1016/j.actamat.2021.116800
330,TiZrV0.3NbMo0.1,BCC,None,none,Compressive Ductility,EXP,None,298.0,45.0,None,%,TC1,10.1016/j.actamat.2021.116800
331,TiZrV0.3NbMo0.3,BCC,None,Ductility lowest limit,Compressive Ductility,EXP,None,298.0,50.0,None,%,TC1,10.1016/j.actamat.2021.116800
332,TiZrV0.3NbMo0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,43.0,None,%,TC1,10.1016/j.actamat.2021.116800
333,TiZrV0.3NbMo0.7,BCC,None,none,Compressive Ductility,EXP,None,298.0,26.6,None,%,TC1,10.1016/j.actamat.2021.116800
334,TiZrV0.3NbMo1.0,BCC,None,none,Compressive Ductility,EXP,None,298.0,25.0,None,%,TC1,10.1016/j.actamat.2021.116800
335,TiZrV0.3NbMo1.3,BCC,None,none,Compressive Ductility,EXP,None,298.0,20.0,None,%,TC1,10.1016/j.actamat.2021.116800
336,TiZrV0.3NbMo1.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,8.0,None,%,TC1,10.1016/j.actamat.2021.116800
337,TiZrHf0.5NbMo0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,24.61,None,%,TC1,10.1016/j.actamat.2021.116800
338,ZrHfNbTa,BCC,None,none,Compressive Ductility,EXP,None,298.0,34.0,None,%,TC1,10.1016/j.actamat.2021.116800
339,NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,1.9,None,%,TC1,10.1016/j.actamat.2021.116800
340,Ti0.25NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,2.5,None,%,TC1,10.1016/j.actamat.2021.116800
341,Ti0.5NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,5.9,None,%,TC1,10.1016/j.actamat.2021.116800
342,Ti0.75NbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,8.4,None,%,TC1,10.1016/j.actamat.2021.116800
343,TiNbTaMoW,BCC,None,none,Compressive Ductility,EXP,None,298.0,11.5,None,%,TC1,10.1016/j.actamat.2021.116800
344,TiVNbTaMo,BCC,None,none,Compressive Ductility,EXP,None,298.0,30.0,None,%,TC1,10.1016/j.actamat.2021.116800
345,Ti38Hf24V15Nb23,BCC,None,none,Tensile Ductility,EXP,None,298.0,20.6,None,%,TC1,10.1016/j.actamat.2021.116800
346,TiZrHfNbTa,BCC,None,none,Tensile Ductility,EXP,None,298.0,9.7,None,%,TC1,10.1016/j.actamat.2021.116800
347,TiZrHfNb,BCC,None,none,Tensile Ductility,EXP,None,298.0,14.9,None,%,TC1,10.1016/j.actamat.2021.116800
348,Ti1.5ZrHf0.5Nb0.5Ta0.5,BCC,None,none,Tensile Ductility,EXP,None,298.0,18.8,None,%,TC1,10.1016/j.actamat.2021.116800
349,Ti1.5ZrNbAl0.3,BCC,AC+A+WQ,none,Tensile Ductility,EXP,None,298.0,23.0,None,%,F3(a),10.1016/j.matlet.2021.129428
350,TiZrHfNbTaMo0.25,BCC,AC,strain rate 2100s^-1,Compressive Ductility,EXP,None,298.0,28.0,None,%,F3,10.1016/j.intermet.2020.106699
351,TiZrHfNbTaMo0.25,BCC,AC,strain rate 4200s^-1,Compressive Ductility,EXP,None,298.0,26.0,None,%,F3,10.1016/j.intermet.2020.106699
352,TiZrHfNbTaMo0.25,BCC,AC,strain rate 5300s^-1,Compressive Ductility,EXP,None,298.0,36.0,None,%,F3,10.1016/j.intermet.2020.106699
353,TiZrHfNbTaMo0.5,BCC,AC,strain rate 3000s^-1,Compressive Ductility,EXP,None,298.0,23.0,None,%,F3,10.1016/j.intermet.2020.106699
354,TiZrHfNbTaMo0.5,BCC,AC,strain rate 4200s^-1,Compressive Ductility,EXP,None,298.0,22.5,None,%,F3,10.1016/j.intermet.2020.106699
355,TiZrHfNbTaMo0.5,BCC,AC,strain rate 5400s^-1,Compressive Ductility,EXP,None,298.0,11.0,None,%,F3,10.1016/j.intermet.2020.106699
356,TiZrHfNbTaMo0.75,BCC,AC,strain rate 2100s^-1,Compressive Ductility,EXP,None,298.0,19.0,None,%,F3,10.1016/j.intermet.2020.106699
357,TiZrHfNbTaMo0.75,BCC,AC,strain rate 4500s^-1,Compressive Ductility,EXP,None,298.0,10.0,None,%,F3,10.1016/j.intermet.2020.106699
358,TiZrHfNbTaMo0.75,BCC,AC,strain rate 6000s^-1,Compressive Ductility,EXP,None,298.0,15.0,None,%,F3,10.1016/j.intermet.2020.106699
359,Mo28.33Cr28.33Ti28.33Al15,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,298.0,4.0,None,%,F6,10.1016/j.jallcom.2020.153805
360,Mo28.33Cr28.33Ti28.33Al15,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,698.0,3.5,None,%,F6,10.1016/j.jallcom.2020.153805
361,Mo28.33Cr28.33Ti28.33Al15,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,898.0,4.5,None,%,F6,10.1016/j.jallcom.2020.153805
362,Mo28.33Cr28.33Ti28.33Al15,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,1098.0,6.2,None,%,F6,10.1016/j.jallcom.2020.153805
363,Mo32.33Cr32.33Ti32.33Al3,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,298.0,2.0,None,%,F6,10.1016/j.jallcom.2020.153805
364,Mo32.33Cr32.33Ti32.33Al3,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,698.0,9.8,None,%,F6,10.1016/j.jallcom.2020.153805
365,Mo32.33Cr32.33Ti32.33Al3,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,898.0,9.6,None,%,F6,10.1016/j.jallcom.2020.153805
366,Mo32.33Cr32.33Ti32.33Al3,BCC,None,heat treatment 1200oC/20h, strain rate 10^-3 s^-1,Compressive Ductility,EXP,None,1098.0,20.0,None,%,F6,10.1016/j.jallcom.2020.153805
367,Hf0.5Mo0.5NbTi,BCC,None,none,Compressive Ductility,EXP,None,298.0,23.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
368,Hf0.5Mo0.5NbTiZr0.1,BCC,None,none,Compressive Ductility,EXP,None,298.0,27.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
369,Hf0.5Mo0.5NbTiZr0.3,BCC,None,none,Compressive Ductility,EXP,None,298.0,24.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
370,Hf0.5Mo0.5NbTiZr0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,15.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
371,Hf0.5Mo0.5NbTiZr0.7,BCC,None,none,Compressive Ductility,EXP,None,298.0,14.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
372,Hf0.5Mo0.5NbTiZr0.9,BCC,None,none,Compressive Ductility,EXP,None,298.0,12.0,None,%,T3,10.1016/j.ijrmhm.2021.105473
373,CoFeNiTiV,BCC,None,none,Compressive Ductility,EXP,None,298.0,21.3,None,%,T3,10.1016/j.ijrmhm.2020.105416
374,CoCrFeNiTi0.5,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,20.0,None,%,T3,10.1016/j.ijrmhm.2020.105416
375,CoFeNiTiCu,FCC,None,none,Compressive Ductility,EXP,None,298.0,15.1,None,%,T3,10.1016/j.ijrmhm.2020.105416
376,CoFeNiCrTiAl0.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,9.9,None,%,T3,10.1016/j.ijrmhm.2020.105416
377,CoFeNiCrTiAl1.5,BCC,None,none,Compressive Ductility,EXP,None,298.0,9.8,None,%,T3,10.1016/j.ijrmhm.2020.105416
378,CoFeNiCrTi,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,9.0,None,%,T3,10.1016/j.ijrmhm.2020.105416
379,CoCrFeNiTi,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,75.0,None,%,T3,10.1016/j.ijrmhm.2020.105416
380,CoFeNiCrTiAl2,BCC,None,none,Compressive Ductility,EXP,None,298.0,5.2,None,%,T3,10.1016/j.ijrmhm.2020.105416
381,AlCoCrFeNiTi,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,8.8,None,%,T3,10.1016/j.ijrmhm.2020.105416
382,AlCoCrFeNiTi1.5,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,5.3,None,%,T3,10.1016/j.ijrmhm.2020.105416
383,Co0.5FeNiCrTi0.5,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,10.0,None,%,T3,10.1016/j.ijrmhm.2020.105416
384,AlTiCoNiFe,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,5.8,None,%,T3,10.1016/j.ijrmhm.2020.105416
385,CoCrCuFeNiTi0.8,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,2.11,None,%,T3,10.1016/j.ijrmhm.2020.105416
386,CoCrCuFeNiTi,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,1.6,None,%,T3,10.1016/j.ijrmhm.2020.105416
387,CoFeNiAl0.5Ti0.5,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,1.7,None,%,T3,10.1016/j.ijrmhm.2020.105416
388,CrCoFeNiAl0.5Ti0.5,BCC+FCC,None,none,Compressive Ductility,EXP,None,298.0,2.3,None,%,T3,10.1016/j.ijrmhm.2020.105416
389,Ti42.5Zr42.5Nb5Mo5Ta5,BCC,AC,none,Tensile Ductility,EXP,None,298.0,14.9,None,%,F5,10.1016/j.msea.2021.141135
390,Ti45Zr45Nb5Mo5,BCC,AC,none,Tensile Ductility,EXP,None,298.0,9.1,None,%,F5,10.1016/j.msea.2021.141135
391,Ti45Zr45Nb5Ta5,BCC,AC,none,Tensile Ductility,EXP,None,298.0,7.9,None,%,F5,10.1016/j.msea.2021.141135
392,Ti3Nb,BCC,None,DFT calculations with the SQS method,d parameter,DFT,None,0.0,4.253,None,None,TB1,10.1016/j.actamat.2021.116800
